repetition,sample_mean,lower,upper,contains_true_mean,status
42,25.43591944955392,24.6519338557379,26.21990504336994,TRUE,Contains true mean
43,26.001588657483726,25.217603063667706,26.785574251299746,TRUE,Contains true mean
44,25.57412325186172,24.7901376580457,26.35810884567774,TRUE,Contains true mean
45,26.054379298788284,25.270393704972264,26.838364892604304,TRUE,Contains true mean
46,25.793699888426502,25.009714294610482,26.577685482242522,TRUE,Contains true mean
47,25.341998164121566,24.558012570305547,26.125983757937586,TRUE,Contains true mean
48,26.14125652567693,25.35727093186091,26.92524211949295,TRUE,Contains true mean
49,25.63266347453908,24.84867788072306,26.4166490683551,TRUE,Contains true mean
50,26.346261572109253,25.562275978293233,27.130247165925272,TRUE,Contains true mean
51,25.436761092495743,24.652775498679723,26.220746686311763,TRUE,Contains true mean
52,26.24306546527484,25.45907987145882,27.02705105909086,TRUE,Contains true mean
53,25.45270999010543,24.66872439628941,26.23669558392145,TRUE,Contains true mean
54,26.408527400346703,25.624541806530683,27.192512994162723,TRUE,Contains true mean
55,26.353792150713144,25.569806556897124,27.137777744529163,TRUE,Contains true mean
56,26.086941089085435,25.302955495269416,26.870926682901455,TRUE,Contains true mean
57,26.21935085283527,25.43536525901925,27.00333644665129,TRUE,Contains true mean
58,26.32414143726395,25.54015584344793,27.10812703107997,TRUE,Contains true mean
59,26.167580409042362,25.383594815226342,26.95156600285838,TRUE,Contains true mean
60,26.25723428565777,25.47324869184175,27.04121987947379,TRUE,Contains true mean
61,26.275553137731436,25.491567543915416,27.059538731547455,TRUE,Contains true mean
62,26.094448817134115,25.310463223318095,26.878434410950135,TRUE,Contains true mean
63,25.779458400914397,24.995472807098377,26.563443994730417,TRUE,Contains true mean
64,25.96185822422983,25.17787263041381,26.74584381804585,TRUE,Contains true mean
65,26.321432724508586,25.537447130692566,27.105418318324606,TRUE,Contains true mean
66,25.315437192006794,24.531451598190774,26.099422785822814,TRUE,Contains true mean
67,25.438743883259264,24.654758289443244,26.222729477075283,TRUE,Contains true mean
68,26.343208880285758,25.559223286469738,27.127194474101778,TRUE,Contains true mean
69,26.134336623749295,25.350351029933275,26.918322217565315,TRUE,Contains true mean
70,25.57315851218117,24.78917291836515,26.35714410599719,TRUE,Contains true mean
71,26.282627874422346,25.498642280606326,27.066613468238366,TRUE,Contains true mean
72,25.477671958364724,24.693686364548704,26.261657552180743,TRUE,Contains true mean
73,26.206861316669865,25.422875722853846,26.990846910485885,TRUE,Contains true mean
74,26.109939672790652,25.325954078974632,26.893925266606672,TRUE,Contains true mean
75,26.011811034083916,25.227825440267896,26.795796627899936,TRUE,Contains true mean
76,25.610130444817976,24.826144851001956,26.394116038633996,TRUE,Contains true mean
77,25.76584115382769,24.98185556001167,26.54982674764371,TRUE,Contains true mean
78,25.648470737492673,24.864485143676653,26.432456331308693,TRUE,Contains true mean
79,26.146698297129305,25.362712703313285,26.930683890945325,TRUE,Contains true mean
80,25.673233046868766,24.889247453052747,26.457218640684786,TRUE,Contains true mean
81,26.22825588778667,25.44427029397065,27.01224148160269,TRUE,Contains true mean
82,26.37571433117021,25.59172873735419,27.15969992498623,TRUE,Contains true mean
83,25.70011228043261,24.91612668661659,26.48409787424863,TRUE,Contains true mean
84,25.89338325800989,25.10939766419387,26.67736885182591,TRUE,Contains true mean
85,25.46212317999531,24.67813758617929,26.24610877381133,TRUE,Contains true mean
86,26.600929239697717,25.816943645881697,27.384914833513736,TRUE,Contains true mean
87,26.349743424747814,25.565757830931794,27.133729018563834,TRUE,Contains true mean
88,26.06876639653586,25.28478080271984,26.85275199035188,TRUE,Contains true mean
89,25.814180620569207,25.030195026753187,26.598166214385227,TRUE,Contains true mean
90,26.158023621698515,25.374038027882495,26.942009215514535,TRUE,Contains true mean
91,25.61811744141919,24.83413184760317,26.40210303523521,TRUE,Contains true mean
92,26.137745698402423,25.353760104586403,26.921731292218443,TRUE,Contains true mean
93,25.251249203597723,24.467263609781703,26.035234797413743,TRUE,Contains true mean
94,26.009852527870677,25.225866934054658,26.793838121686697,TRUE,Contains true mean
95,25.478780546044,24.69479495222798,26.26276613986002,TRUE,Contains true mean
96,24.654327935207974,23.870342341391954,25.438313529023993,FALSE,Misses true mean
97,26.506699305069983,25.722713711253963,27.290684898886003,TRUE,Contains true mean
98,25.365276199646626,24.581290605830606,26.149261793462646,TRUE,Contains true mean
99,25.873222183586428,25.089236589770408,26.657207777402448,TRUE,Contains true mean
100,26.110130238421817,25.326144644605797,26.894115832237837,TRUE,Contains true mean
101,26.52290144526076,25.73891585144474,27.30688703907678,TRUE,Contains true mean
102,25.86748397178154,25.08349837796552,26.65146956559756,TRUE,Contains true mean
103,25.734991995154054,24.951006401338034,26.518977588970074,TRUE,Contains true mean
104,25.64381892261467,24.85983332879865,26.42780451643069,TRUE,Contains true mean
105,25.37349970379289,24.58951410997687,26.15748529760891,TRUE,Contains true mean
106,25.761546533694307,24.977560939878288,26.545532127510327,TRUE,Contains true mean
107,26.053189728084416,25.269204134268396,26.837175321900435,TRUE,Contains true mean
108,25.84029263525471,25.05630704143869,26.62427822907073,TRUE,Contains true mean
109,26.229591895343404,25.445606301527384,27.013577489159424,TRUE,Contains true mean
110,25.992661356237235,25.208675762421215,26.776646950053255,TRUE,Contains true mean
111,24.77408843515136,23.99010284133534,25.55807402896738,FALSE,Misses true mean
112,25.644264848921388,24.860279255105368,26.428250442737408,TRUE,Contains true mean
113,26.61615754009383,25.83217194627781,27.40014313390985,TRUE,Contains true mean
114,26.035102365774446,25.251116771958426,26.819087959590465,TRUE,Contains true mean
115,25.50398978174262,24.7200041879266,26.28797537555864,TRUE,Contains true mean
116,26.3255139249358,25.541528331119782,27.10949951875182,TRUE,Contains true mean
117,26.745655266435204,25.961669672619184,27.529640860251224,TRUE,Contains true mean
118,26.203825699060545,25.419840105244525,26.987811292876565,TRUE,Contains true mean
119,26.114567757778577,25.330582163962557,26.898553351594597,TRUE,Contains true mean
120,26.17224668609436,25.38826109227834,26.95623227991038,TRUE,Contains true mean
121,26.454222754823597,25.670237161007577,27.238208348639617,TRUE,Contains true mean
122,26.397580532957623,25.613594939141603,27.181566126773642,TRUE,Contains true mean
123,26.061163101667233,25.277177507851214,26.845148695483253,TRUE,Contains true mean
124,25.93561518681869,25.15162959300267,26.71960078063471,TRUE,Contains true mean
125,26.068606279524772,25.284620685708752,26.852591873340792,TRUE,Contains true mean
126,25.83036941801853,25.04638382420251,26.61435501183455,TRUE,Contains true mean
127,26.244943580580852,25.460957986764832,27.028929174396872,TRUE,Contains true mean
128,26.08808586154453,25.30410026772851,26.87207145536055,TRUE,Contains true mean
129,25.7964871508525,25.01250155703648,26.58047274466852,TRUE,Contains true mean
130,25.958175579304783,25.174189985488763,26.742161173120802,TRUE,Contains true mean
131,26.128293087246053,25.344307493430033,26.912278681062073,TRUE,Contains true mean
132,26.123414804402397,25.339429210586378,26.907400398218417,TRUE,Contains true mean
133,25.569433468928686,24.785447875112666,26.353419062744706,TRUE,Contains true mean
134,26.301683299919716,25.517697706103696,27.085668893735736,TRUE,Contains true mean
135,26.37220197609971,25.58821638228369,27.15618756991573,TRUE,Contains true mean
136,25.84048284855486,25.05649725473884,26.62446844237088,TRUE,Contains true mean
137,25.859485456532,25.07549986271598,26.64347105034802,TRUE,Contains true mean
138,26.01052942656983,25.22654383275381,26.794515020385848,TRUE,Contains true mean
139,25.99728665914882,25.2133010653328,26.78127225296484,TRUE,Contains true mean
140,26.121043536502782,25.337057942686762,26.905029130318802,TRUE,Contains true mean
141,26.117855679248404,25.333870085432384,26.901841273064424,TRUE,Contains true mean
142,25.8882923171403,25.10430672332428,26.67227791095632,TRUE,Contains true mean
143,26.288102304963843,25.504116711147823,27.072087898779863,TRUE,Contains true mean
144,26.096110736422155,25.312125142606135,26.880096330238175,TRUE,Contains true mean
145,25.369122018999146,24.585136425183126,26.153107612815166,TRUE,Contains true mean
146,25.660875452276965,24.876889858460945,26.444861046092985,TRUE,Contains true mean
147,25.358443448449787,24.574457854633767,26.142429042265807,TRUE,Contains true mean
148,25.129307006552093,24.345321412736073,25.913292600368113,FALSE,Misses true mean
149,26.12940668045882,25.3454210866428,26.91339227427484,TRUE,Contains true mean
150,26.428501298528776,25.644515704712756,27.212486892344796,TRUE,Contains true mean
151,25.991649708346976,25.207664114530957,26.775635302162996,TRUE,Contains true mean
152,25.510077881454496,24.726092287638476,26.294063475270516,TRUE,Contains true mean
153,26.564633862279667,25.780648268463647,27.348619456095687,TRUE,Contains true mean
154,26.42891814487783,25.64493255106181,27.21290373869385,TRUE,Contains true mean
155,25.927809403588352,25.143823809772332,26.711794997404372,TRUE,Contains true mean
156,26.68113061936648,25.89714502555046,27.4651162131825,TRUE,Contains true mean
157,25.747188869657087,24.963203275841067,26.531174463473107,TRUE,Contains true mean
158,26.36392804434805,25.57994245053203,27.14791363816407,TRUE,Contains true mean
159,25.69741175339941,24.91342615958339,26.48139734721543,TRUE,Contains true mean
160,26.60478390310394,25.82079830928792,27.38876949691996,TRUE,Contains true mean
161,25.413666581742625,24.629680987926605,26.197652175558645,TRUE,Contains true mean
162,26.228269248472543,25.444283654656523,27.012254842288563,TRUE,Contains true mean
163,26.136778957987037,25.352793364171017,26.920764551803057,TRUE,Contains true mean
164,25.995250937606627,25.211265343790608,26.779236531422647,TRUE,Contains true mean
165,25.664828567359017,24.880842973542997,26.448814161175036,TRUE,Contains true mean
166,26.05604988906863,25.27206429525261,26.840035482884648,TRUE,Contains true mean
167,26.617049419856624,25.833063826040604,27.401035013672644,TRUE,Contains true mean
168,25.307621249132563,24.523635655316543,26.091606842948583,TRUE,Contains true mean
169,25.600977880013236,24.816992286197216,26.384963473829256,TRUE,Contains true mean
170,26.663308110419592,25.879322516603573,27.447293704235612,TRUE,Contains true mean
171,26.466489866216723,25.682504272400703,27.250475460032742,TRUE,Contains true mean
172,25.895279197705662,25.111293603889642,26.679264791521682,TRUE,Contains true mean
173,25.895843764720826,25.111858170904807,26.679829358536846,TRUE,Contains true mean
174,25.636448824146413,24.852463230330393,26.420434417962433,TRUE,Contains true mean
175,26.416809599700965,25.632824005884945,27.200795193516985,TRUE,Contains true mean
176,25.494720359409794,24.710734765593774,26.278705953225813,TRUE,Contains true mean
177,26.20787492761266,25.42388933379664,26.99186052142868,TRUE,Contains true mean
178,25.90924901500773,25.12526342119171,26.69323460882375,TRUE,Contains true mean
179,25.993310854762,25.20932526094598,26.77729644857802,TRUE,Contains true mean
180,26.118933508012063,25.334947914196043,26.902919101828083,TRUE,Contains true mean
181,26.187604460936104,25.403618867120084,26.971590054752124,TRUE,Contains true mean
182,25.85876557166517,25.07477997784915,26.64275116548119,TRUE,Contains true mean
183,25.98751051385546,25.203524920039442,26.77149610767148,TRUE,Contains true mean
184,26.612175946457455,25.828190352641435,27.396161540273475,TRUE,Contains true mean
185,26.274929243437356,25.490943649621336,27.058914837253376,TRUE,Contains true mean
186,26.58319555693832,25.7992099631223,27.36718115075434,TRUE,Contains true mean
187,25.36884040990267,24.58485481608665,26.15282600371869,TRUE,Contains true mean
188,25.914827157357017,25.130841563540997,26.698812751173037,TRUE,Contains true mean
189,25.55103607717491,24.76705048335889,26.33502167099093,TRUE,Contains true mean
190,25.702563820364475,24.918578226548455,26.486549414180494,TRUE,Contains true mean
191,26.21598303531508,25.43199744149906,26.9999686291311,TRUE,Contains true mean
192,25.782939559564642,24.998953965748623,26.566925153380662,TRUE,Contains true mean
193,26.5519179316399,25.76793233782388,27.33590352545592,TRUE,Contains true mean
194,26.063917799715767,25.279932205899748,26.847903393531787,TRUE,Contains true mean
195,25.65284018984838,24.86885459603236,26.4368257836644,TRUE,Contains true mean
196,25.46252994962908,24.67854435581306,26.2465155434451,TRUE,Contains true mean
197,26.172595187275604,25.388609593459584,26.956580781091624,TRUE,Contains true mean
198,26.055285719974318,25.271300126158298,26.839271313790338,TRUE,Contains true mean
199,25.892921601947634,25.108936008131614,26.676907195763654,TRUE,Contains true mean
200,25.666113445248502,24.882127851432482,26.450099039064522,TRUE,Contains true mean
201,26.251389802609562,25.467404208793543,27.035375396425582,TRUE,Contains true mean
202,26.526324570586354,25.742338976770334,27.310310164402374,TRUE,Contains true mean
203,26.066340313656493,25.282354719840473,26.850325907472513,TRUE,Contains true mean
204,26.013854460296116,25.229868866480096,26.797840054112136,TRUE,Contains true mean
205,25.335198688581062,24.551213094765043,26.119184282397082,TRUE,Contains true mean
206,26.360935992265883,25.576950398449863,27.144921586081903,TRUE,Contains true mean
207,26.321522277502808,25.53753668368679,27.105507871318828,TRUE,Contains true mean
208,25.585022391868534,24.801036798052515,26.369007985684554,TRUE,Contains true mean
209,26.261872908012503,25.477887314196483,27.045858501828523,TRUE,Contains true mean
210,26.595931640638106,25.811946046822086,27.379917234454126,TRUE,Contains true mean
211,26.426892271567212,25.642906677751192,27.21087786538323,TRUE,Contains true mean
212,26.042676659435724,25.258691065619704,26.826662253251744,TRUE,Contains true mean
213,26.533515224043413,25.749529630227393,27.317500817859433,TRUE,Contains true mean
214,26.593279515875576,25.809293922059556,27.377265109691596,TRUE,Contains true mean
215,25.70193976271122,24.9179541688952,26.48592535652724,TRUE,Contains true mean
216,26.295404989766375,25.511419395950355,27.079390583582395,TRUE,Contains true mean
217,25.836440015331725,25.052454421515705,26.620425609147745,TRUE,Contains true mean
218,24.96419558899294,24.18020999517692,25.74818118280896,FALSE,Misses true mean
219,26.285492540137064,25.501506946321044,27.069478133953083,TRUE,Contains true mean
220,26.17433510609331,25.39034951227729,26.95832069990933,TRUE,Contains true mean
221,25.60968323389639,24.82569764008037,26.39366882771241,TRUE,Contains true mean
222,25.45320858000634,24.66922298619032,26.23719417382236,TRUE,Contains true mean
223,25.699825317593056,24.915839723777037,26.483810911409076,TRUE,Contains true mean
224,26.2843530298145,25.50036743599848,27.06833862363052,TRUE,Contains true mean
225,25.397127521428544,24.613141927612524,26.181113115244564,TRUE,Contains true mean
226,26.607183180186798,25.823197586370778,27.391168774002818,TRUE,Contains true mean
227,26.563905552812777,25.779919958996757,27.347891146628797,TRUE,Contains true mean
228,26.64878519701603,25.86479960320001,27.43277079083205,TRUE,Contains true mean
229,26.01177980944357,25.22779421562755,26.79576540325959,TRUE,Contains true mean
230,26.23114375877567,25.44715816495965,27.01512935259169,TRUE,Contains true mean
231,26.198814979254422,25.414829385438402,26.982800573070442,TRUE,Contains true mean
232,26.47588180939006,25.69189621557404,27.25986740320608,TRUE,Contains true mean
233,26.03586860503829,25.25188301122227,26.81985419885431,TRUE,Contains true mean
234,26.122911430622516,25.338925836806496,26.906897024438535,TRUE,Contains true mean
235,26.32338555376569,25.53939995994967,27.10737114758171,TRUE,Contains true mean
236,25.64868646763174,24.86470087381572,26.43267206144776,TRUE,Contains true mean
237,25.843825183521723,25.059839589705703,26.627810777337743,TRUE,Contains true mean
238,25.601968410238115,24.817982816422095,26.385954004054135,TRUE,Contains true mean
239,26.400584630156068,25.616599036340048,27.184570223972088,TRUE,Contains true mean
240,26.465251719399053,25.681266125583033,27.249237313215072,TRUE,Contains true mean
241,26.122782885211343,25.338797291395323,26.906768479027363,TRUE,Contains true mean
242,25.67796591262719,24.89398031881117,26.46195150644321,TRUE,Contains true mean
243,25.611632184792708,24.827646590976688,26.395617778608727,TRUE,Contains true mean
244,25.476038475822143,24.692052882006124,26.260024069638163,TRUE,Contains true mean
245,26.730744545842793,25.946758952026773,27.514730139658813,TRUE,Contains true mean
246,25.49467709371368,24.71069149989766,26.2786626875297,TRUE,Contains true mean
247,26.062892638435144,25.278907044619125,26.846878232251164,TRUE,Contains true mean
248,26.293724434418618,25.509738840602598,27.077710028234637,TRUE,Contains true mean
249,25.806081891740785,25.022096297924765,26.590067485556805,TRUE,Contains true mean
250,25.953598013372865,25.169612419556845,26.737583607188885,TRUE,Contains true mean
251,26.177315256473562,25.393329662657543,26.961300850289582,TRUE,Contains true mean
252,26.17624585629864,25.39226026248262,26.96023145011466,TRUE,Contains true mean
253,26.359833704478685,25.575848110662665,27.143819298294705,TRUE,Contains true mean
254,26.2310564236204,25.44707082980438,27.01504201743642,TRUE,Contains true mean
255,26.2077637960784,25.42377820226238,26.99174938989442,TRUE,Contains true mean
256,26.776665592040473,25.992679998224453,27.560651185856493,TRUE,Contains true mean
257,25.770756746139273,24.986771152323254,26.554742339955293,TRUE,Contains true mean
258,25.583603272820547,24.799617679004527,26.367588866636567,TRUE,Contains true mean
259,25.434418778266778,24.65043318445076,26.218404372082798,TRUE,Contains true mean
260,26.210378119354566,25.426392525538546,26.994363713170586,TRUE,Contains true mean
261,25.774613129801786,24.990627535985766,26.558598723617806,TRUE,Contains true mean
262,25.876529317949903,25.092543724133883,26.660514911765922,TRUE,Contains true mean
263,25.701839608324434,24.917854014508414,26.485825202140454,TRUE,Contains true mean
264,25.85435184539927,25.07036625158325,26.638337439215288,TRUE,Contains true mean
265,25.642955321504857,24.858969727688837,26.426940915320877,TRUE,Contains true mean
266,25.76507455395268,24.98108896013666,26.5490601477687,TRUE,Contains true mean
267,26.06130036259807,25.277314768782052,26.84528595641409,TRUE,Contains true mean
268,26.147926491780666,25.363940897964646,26.931912085596686,TRUE,Contains true mean
269,26.186734970550095,25.402749376734075,26.970720564366115,TRUE,Contains true mean
270,26.153715056919815,25.369729463103795,26.937700650735835,TRUE,Contains true mean
271,25.733620341698728,24.94963474788271,26.517605935514748,TRUE,Contains true mean
272,25.73574345804611,24.95175786423009,26.51972905186213,TRUE,Contains true mean
273,25.8426455778315,25.05865998401548,26.62663117164752,TRUE,Contains true mean
274,25.9102311111128,25.12624551729678,26.69421670492882,TRUE,Contains true mean
275,26.33401049790946,25.55002490409344,27.11799609172548,TRUE,Contains true mean
276,25.800231580080673,25.016245986264654,26.584217173896693,TRUE,Contains true mean
277,25.874871044394066,25.090885450578046,26.658856638210086,TRUE,Contains true mean
278,25.206166930738974,24.422181336922954,25.990152524554993,FALSE,Misses true mean
279,25.479998374252485,24.696012780436465,26.263983968068505,TRUE,Contains true mean
280,26.123436707021686,25.339451113205666,26.907422300837705,TRUE,Contains true mean
281,25.781988919395904,24.998003325579884,26.565974513211923,TRUE,Contains true mean
282,25.88847011505355,25.10448452123753,26.67245570886957,TRUE,Contains true mean
283,25.662285832486056,24.878300238670036,26.446271426302076,TRUE,Contains true mean
284,26.08504550614732,25.3010599123313,26.86903109996334,TRUE,Contains true mean
285,26.369894247179793,25.585908653363774,27.153879840995813,TRUE,Contains true mean
286,26.56272562889627,25.77874003508025,27.34671122271229,TRUE,Contains true mean
287,26.152682453719336,25.368696859903316,26.936668047535356,TRUE,Contains true mean
288,26.4470309314453,25.66304533762928,27.23101652526132,TRUE,Contains true mean
289,25.582219973654535,24.798234379838515,26.366205567470555,TRUE,Contains true mean
290,26.1923180307882,25.40833243697218,26.97630362460422,TRUE,Contains true mean
291,25.81832991767671,25.03434432386069,26.60231551149273,TRUE,Contains true mean
292,26.140052538170618,25.3560669443546,26.924038131986638,TRUE,Contains true mean
293,26.562953516549545,25.778967922733525,27.346939110365565,TRUE,Contains true mean
294,25.83226140198125,25.04827580816523,26.61624699579727,TRUE,Contains true mean
295,26.75348932599973,25.96950373218371,27.53747491981575,TRUE,Contains true mean
296,26.68083079645294,25.89684520263692,27.46481639026896,TRUE,Contains true mean
297,25.65028192359336,24.86629632977734,26.43426751740938,TRUE,Contains true mean
298,25.715644417341725,24.931658823525705,26.499630011157745,TRUE,Contains true mean
299,25.931751949079402,25.147766355263382,26.715737542895422,TRUE,Contains true mean
300,26.655850333171514,25.871864739355495,27.439835926987534,TRUE,Contains true mean
301,26.813199253838487,26.029213660022467,27.597184847654507,FALSE,Misses true mean
302,26.156664970166148,25.372679376350128,26.940650563982167,TRUE,Contains true mean
303,25.90804807419443,25.12406248037841,26.69203366801045,TRUE,Contains true mean
304,25.311064992564745,24.527079398748725,26.095050586380765,TRUE,Contains true mean
305,26.30208031655476,25.51809472273874,27.08606591037078,TRUE,Contains true mean
306,25.238210602021226,24.454225008205206,26.022196195837246,TRUE,Contains true mean
307,26.00612738324128,25.22214178942526,26.7901129770573,TRUE,Contains true mean
308,25.973425458663453,25.189439864847433,26.757411052479473,TRUE,Contains true mean
309,25.74751770724648,24.96353211343046,26.5315033010625,TRUE,Contains true mean
310,25.490859113151924,24.706873519335904,26.274844706967944,TRUE,Contains true mean
311,26.588590567881482,25.804604974065462,27.372576161697502,TRUE,Contains true mean
312,26.025772690016442,25.241787096200422,26.809758283832462,TRUE,Contains true mean
313,26.206920849703604,25.422935255887584,26.990906443519624,TRUE,Contains true mean
314,26.392572927761524,25.608587333945504,27.176558521577544,TRUE,Contains true mean
315,25.991873420824948,25.20788782700893,26.775859014640968,TRUE,Contains true mean
316,25.78971429040591,25.00572869658989,26.57369988422193,TRUE,Contains true mean
317,25.911415125934234,25.127429532118214,26.695400719750253,TRUE,Contains true mean
318,25.645733876308793,24.861748282492773,26.429719470124812,TRUE,Contains true mean
319,25.5240432418179,24.74005764800188,26.30802883563392,TRUE,Contains true mean
320,26.515136680136504,25.731151086320484,27.299122273952523,TRUE,Contains true mean
321,25.619039143356915,24.835053549540895,26.403024737172935,TRUE,Contains true mean
322,26.34501913438653,25.56103354057051,27.12900472820255,TRUE,Contains true mean
323,26.157950958459914,25.373965364643894,26.941936552275934,TRUE,Contains true mean
324,26.055242350820187,25.271256757004167,26.839227944636207,TRUE,Contains true mean
325,26.053360918896864,25.269375325080844,26.837346512712884,TRUE,Contains true mean
326,26.848159235446385,26.064173641630365,27.632144829262405,FALSE,Misses true mean
327,25.585842812847673,24.801857219031653,26.369828406663693,TRUE,Contains true mean
328,25.786151727515996,25.002166133699976,26.570137321332016,TRUE,Contains true mean
329,25.72525987976158,24.94127428594556,26.5092454735776,TRUE,Contains true mean
330,25.509330234941107,24.725344641125087,26.293315828757127,TRUE,Contains true mean
331,25.728910285965927,24.944924692149907,26.512895879781947,TRUE,Contains true mean
332,25.81194218988561,25.02795659606959,26.59592778370163,TRUE,Contains true mean
333,26.55386799645942,25.7698824026434,27.33785359027544,TRUE,Contains true mean
334,26.023373548372962,25.239387954556943,26.807359142188982,TRUE,Contains true mean
335,26.109033878425404,25.325048284609384,26.893019472241424,TRUE,Contains true mean
336,26.14529698388312,25.3613113900671,26.92928257769914,TRUE,Contains true mean
337,26.11453009454875,25.33054450073273,26.89851568836477,TRUE,Contains true mean
338,26.4119380660394,25.62795247222338,27.19592365985542,TRUE,Contains true mean
339,25.70056149893048,24.91657590511446,26.4845470927465,TRUE,Contains true mean
340,25.918005931531148,25.13402033771513,26.701991525347168,TRUE,Contains true mean
341,26.344394427887,25.56040883407098,27.12838002170302,TRUE,Contains true mean
342,26.656511435748996,25.872525841932976,27.440497029565016,TRUE,Contains true mean
343,25.514065862433245,24.730080268617225,26.298051456249265,TRUE,Contains true mean
344,26.287281017832186,25.503295424016166,27.071266611648205,TRUE,Contains true mean
345,25.62326849314832,24.8392828993323,26.40725408696434,TRUE,Contains true mean
346,26.064153817634434,25.280168223818414,26.848139411450454,TRUE,Contains true mean
347,25.433377991184603,24.649392397368583,26.217363585000623,TRUE,Contains true mean
348,25.20331367364245,24.419328079826432,25.98729926745847,FALSE,Misses true mean
349,26.083771449281183,25.299785855465164,26.867757043097203,TRUE,Contains true mean
350,25.357870817545535,24.573885223729516,26.141856411361555,TRUE,Contains true mean
351,26.12660905902951,25.34262346521349,26.91059465284553,TRUE,Contains true mean
352,26.646458085959285,25.862472492143265,27.430443679775305,TRUE,Contains true mean
353,26.98188370609358,26.19789811227756,27.7658692999096,FALSE,Misses true mean
354,26.30500244577577,25.52101685195975,27.08898803959179,TRUE,Contains true mean
355,25.79739411679724,25.01340852298122,26.58137971061326,TRUE,Contains true mean
356,26.348502575051096,25.564516981235077,27.132488168867116,TRUE,Contains true mean
357,25.40113953879411,24.61715394497809,26.18512513261013,TRUE,Contains true mean
358,25.848437385643333,25.064451791827313,26.632422979459353,TRUE,Contains true mean
359,25.563318018146763,24.779332424330743,26.347303611962783,TRUE,Contains true mean
360,26.396568435882276,25.612582842066256,27.180554029698296,TRUE,Contains true mean
361,26.673089766446225,25.889104172630205,27.457075360262245,TRUE,Contains true mean
362,25.999313100691445,25.215327506875425,26.783298694507465,TRUE,Contains true mean
363,26.264391271116377,25.480405677300357,27.048376864932397,TRUE,Contains true mean
364,25.623467218797888,24.839481624981868,26.407452812613908,TRUE,Contains true mean
365,26.44526981205591,25.66128421823989,27.22925540587193,TRUE,Contains true mean
366,26.312273557332293,25.528287963516274,27.096259151148313,TRUE,Contains true mean
367,26.421201098007842,25.637215504191822,27.20518669182386,TRUE,Contains true mean
