replicate,mean,lower,upper,covers
61,118.29228852108169,111.70603404490014,124.87854299726324,TRUE
62,120.76005626888283,115.10900064183852,126.41111189592715,TRUE
63,122.09441384738248,116.3767348036667,127.81209289109827,TRUE
64,120.41721401666972,113.73877319267186,127.09565484066758,TRUE
65,115.95938234421058,109.04541392975943,122.87335075866173,TRUE
66,119.4912991826172,113.6239932921147,125.35860507311969,TRUE
67,122.29451005773035,117.46865169738342,127.12036841807728,TRUE
68,119.08651264787832,113.52574832116014,124.64727697459651,TRUE
69,128.58777687958792,122.26675503469409,134.90879872448176,FALSE
70,122.96101381730476,116.66853846311702,129.2534891714925,TRUE
71,121.50872498837498,115.74647529494064,127.27097468180932,TRUE
72,120.24753147185075,113.57501346973285,126.92004947396865,TRUE
73,119.4305378533763,113.99050098019816,124.87057472655442,TRUE
74,119.16109566978591,113.51389968384532,124.80829165572649,TRUE
75,121.05203075698726,115.97153674591992,126.13252476805461,TRUE
76,124.24747368240946,119.28864751624802,129.2062998485709,TRUE
77,123.06347169533595,116.36935915418171,129.7575842364902,TRUE
78,120.11664408605121,114.07790241851777,126.15538575358465,TRUE
79,118.93453699982541,112.26333439752283,125.605739602128,TRUE
80,121.91818219757432,115.93008818067177,127.90627621447688,TRUE
81,122.77385110460195,116.38414014534467,129.16356206385922,TRUE
82,117.82652209990333,112.05290342184236,123.6001407779643,TRUE
83,121.85822825835471,116.11625996238841,127.60019655432102,TRUE
84,119.43744059313696,114.8986655675639,123.97621561871001,TRUE
85,118.40384986141108,111.07990963205664,125.72779009076551,TRUE
86,121.11456151315505,115.34084678841273,126.88827623789737,TRUE
87,119.26349454869307,112.93619980119453,125.59078929619162,TRUE
88,121.49459170213679,114.851782942798,128.13740046147558,TRUE
89,124.61812516753551,118.25403681235117,130.98221352271983,TRUE
90,120.89575741468363,115.24232640182368,126.54918842754358,TRUE
91,117.8222119224213,111.00765818611205,124.63676565873055,TRUE
92,120.349985805042,113.37860321737426,127.32136839270973,TRUE
93,118.79544344315201,112.5749681556742,125.01591873062982,TRUE
94,123.12539418827977,116.86060032112857,129.39018805543097,TRUE
95,123.20096687234118,117.86609035885864,128.53584338582374,TRUE
96,118.5331261511679,111.99253244534185,125.07371985699396,TRUE
97,120.08239011593834,113.74519027528959,126.41958995658709,TRUE
98,117.7154957371815,111.76030128275424,123.67069019160876,TRUE
99,115.48030730948696,110.06321895273109,120.89739566624283,TRUE
100,124.04357105230154,117.51114147065036,130.57600063395273,TRUE
101,121.5269759180554,115.26610314431942,127.78784869179138,TRUE
102,123.29633095526678,117.11941819640298,129.47324371413058,TRUE
103,118.12093594730678,111.81588258041792,124.42598931419563,TRUE
104,125.52488694152453,118.9110347857939,132.13873909725515,TRUE
105,121.50072192648719,116.23259694032129,126.76884691265309,TRUE
106,122.91356348374576,116.01672792712108,129.81039904037044,TRUE
107,118.19081673695314,111.96491061935309,124.41672285455319,TRUE
108,118.21576285275255,111.38477297937956,125.04675272612553,TRUE
109,126.95203723111791,121.95955444047333,131.9445200217625,FALSE
110,125.23010978489687,119.15958414728426,131.3006354225095,TRUE
111,127.36701855337904,122.04118945718558,132.69284764957249,FALSE
112,116.53761347899999,111.35178602550513,121.72344093249484,TRUE
113,119.67386602462763,114.55836461123639,124.78936743801887,TRUE
114,118.49272590679315,112.40865161346683,124.57680020011948,TRUE
115,115.98342486775178,108.27096790399035,123.6958818315132,TRUE
116,118.79566149804424,112.73194261898485,124.85938037710363,TRUE
117,116.10109014534495,111.04645544013125,121.15572485055866,TRUE
118,116.78098329713906,110.73740786751948,122.82455872675864,TRUE
119,122.2251346635424,116.16507535567983,128.28519397140496,TRUE
120,117.44339084272325,111.14485752092236,123.74192416452414,TRUE
121,121.44315000490155,116.2378097380878,126.6484902717153,TRUE
122,120.15943859091153,115.00813376239435,125.31074341942872,TRUE
123,120.88887239831463,114.98729516460793,126.79044963202134,TRUE
124,123.16524601249023,118.15983698928882,128.17065503569165,TRUE
125,122.46024042201395,116.15360902360095,128.76687182042696,TRUE
126,118.11686491731683,111.46766209965853,124.76606773497514,TRUE
127,116.88775113764989,110.05492662717582,123.72057564812395,TRUE
128,116.51916936412232,109.56815615634471,123.47018257189993,TRUE
129,116.55948273333826,109.04302164150965,124.07594382516686,TRUE
130,123.29461320926431,117.17493711161839,129.41428930691023,TRUE
131,119.58919745089467,112.11477067254499,127.06362422924435,TRUE
132,126.47120543442917,119.64634566426122,133.2960652045971,TRUE
133,120.82710772545992,114.30032428988073,127.35389116103912,TRUE
134,119.32037578451893,112.7824848862321,125.85826668280576,TRUE
135,120.91812335239268,113.95340293916513,127.88284376562024,TRUE
136,119.16995479455625,114.37476887364132,123.96514071547118,TRUE
137,120.9543254944284,114.89548297342122,127.01316801543558,TRUE
138,125.27340142662824,119.28960916193098,131.2571936913255,TRUE
139,117.48230568793373,110.79211984233771,124.17249153352975,TRUE
140,120.57214681476123,114.5148286161491,126.62946501337335,TRUE
141,124.23771907643012,119.35753070535428,129.11790744750598,TRUE
142,119.9372530693765,115.16079878653291,124.71370735222008,TRUE
143,114.93050574757063,108.71342966186977,121.1475818332715,TRUE
144,119.64686465853842,113.04893966629291,126.24478965078393,TRUE
145,124.32376757217705,118.56950337804771,130.07803176630637,TRUE
146,122.41341804825556,116.42028140363114,128.40655469287998,TRUE
147,115.59317914771009,109.12376284681753,122.06259544860265,TRUE
148,117.21384265840915,112.14131978783763,122.28636552898067,TRUE
149,125.25750370854325,119.20580012054995,131.30920729653656,TRUE
150,117.37540686157074,109.94647731900127,124.8043364041402,TRUE
151,122.55397358115567,116.68953961015852,128.41840755215284,TRUE
152,124.71371389530421,118.71963788937508,130.70778990123335,TRUE
153,123.56598700283031,117.32988444829695,129.80208955736367,TRUE
154,124.8544562898572,119.96506250366625,129.74385007604815,TRUE
155,125.19510504170601,119.5943182697465,130.79589181366552,TRUE
156,117.6488762459925,111.82401595773942,123.47373653424557,TRUE
157,119.66749695676901,114.38827351230701,124.94672040123102,TRUE
158,119.50674149533134,113.77798935809388,125.2354936325688,TRUE
159,122.99587799439942,117.79517312197235,128.1965828668265,TRUE
160,117.52966554990546,111.44126488926558,123.61806621054534,TRUE
161,125.29448580422846,119.07874547483574,131.51022613362116,TRUE
162,121.8952169145519,115.62609026671693,128.16434356238688,TRUE
163,118.52146614392008,112.81566234179274,124.22726994604741,TRUE
164,118.42223780718135,112.27523294873912,124.56924266562358,TRUE
165,120.89070686546661,113.40344533577988,128.37796839515335,TRUE
166,125.5789129835482,118.37999220957566,132.7778337575207,TRUE
167,120.31077044524211,114.12876417133954,126.49277671914469,TRUE
168,116.15473896402709,110.11836124388161,122.19111668417257,TRUE
169,117.25119797872094,111.82356071271637,122.6788352447255,TRUE
170,121.75640103066831,115.92336213667875,127.58943992465788,TRUE
171,122.75295162775842,116.79913959528034,128.7067636602365,TRUE
172,123.26219943949012,115.87967766112644,130.6447212178538,TRUE
173,124.20013816043173,117.96268812376907,130.43758819709439,TRUE
174,116.00600892619579,109.31445394241094,122.69756390998064,TRUE
175,119.50864768007992,113.19328846825903,125.82400689190081,TRUE
176,117.99059815278952,111.95809729797058,124.02309900760845,TRUE
177,123.88290887504387,116.8083832777564,130.95743447233133,TRUE
178,120.73761108437975,114.30370321171527,127.17151895704423,TRUE
179,119.19023557012751,114.12458202542577,124.25588911482926,TRUE
180,116.8120178677339,110.6881255254184,122.9359102100494,TRUE
181,113.25913569631734,107.54933732265361,118.96893406998107,FALSE
182,120.24894773348579,114.1930579392678,126.30483752770378,TRUE
183,118.31558928199986,111.42753180659204,125.20364675740768,TRUE
184,119.54419815150224,113.72267094372503,125.36572535927945,TRUE
185,116.24877048028686,109.04230652071031,123.45523443986342,TRUE
186,118.33336893985454,112.92025687378485,123.74648100592422,TRUE
187,122.76838057491321,117.28490177497993,128.25185937484648,TRUE
188,121.70102052619595,116.84295076999203,126.55909028239986,TRUE
189,123.69816945536444,116.88453638886048,130.5118025218684,TRUE
190,119.11940378208742,112.78638377448095,125.45242378969388,TRUE
191,118.39851708368718,112.07049102858022,124.72654313879414,TRUE
192,123.80560379906379,118.27714818245023,129.33405941567736,TRUE
193,118.06006597609412,112.72795475326033,123.39217719892791,TRUE
194,120.97720682240882,114.73008968631831,127.22432395849933,TRUE
195,117.42163782923164,111.86453713826575,122.97873852019754,TRUE
196,115.9330576935664,109.42378005991537,122.44233532721742,TRUE
197,116.01196384815042,110.54698658673581,121.47694110956502,TRUE
198,116.18742375715581,110.1371169642546,122.23773055005702,TRUE
199,120.0824481992114,114.02495073035327,126.13994566806953,TRUE
200,121.74017212022306,114.30980197819173,129.1705422622544,TRUE
201,123.02146711709214,117.4194202600072,128.6235139741771,TRUE
202,120.07526754963959,114.19787164490988,125.9526634543693,TRUE
203,118.96390227907813,114.51197733475863,123.41582722339763,TRUE
204,119.93755364043851,114.26837934881455,125.60672793206247,TRUE
205,118.1547870250914,111.88570928932425,124.42386476085854,TRUE
206,122.0605526916657,115.81953349251536,128.30157189081604,TRUE
207,122.35278683138532,115.59576193082621,129.1098117319444,TRUE
208,119.16513318239129,112.74479912803176,125.58546723675082,TRUE
209,121.82374997573184,114.83952887106824,128.80797108039545,TRUE
210,116.15633170924097,110.11895969321253,122.19370372526942,TRUE
211,119.81290305075639,114.5698811262659,125.05592497524688,TRUE
212,115.53695720134651,108.71849921556758,122.35541518712544,TRUE
213,120.8240344483254,114.13253306899017,127.51553582766064,TRUE
214,117.4390549232709,111.17829613875462,123.69981370778719,TRUE
215,120.18332526771987,115.00803368314439,125.35861685229534,TRUE
216,120.11551147128134,114.31307210562852,125.91795083693415,TRUE
217,120.23471559905808,113.41288185096633,127.05654934714983,TRUE
218,121.07570546813312,113.95898971630866,128.1924212199576,TRUE
219,121.50056598052684,114.46062432681349,128.54050763424019,TRUE
220,123.42498275079242,117.74449914701499,129.10546635456987,TRUE
221,127.870575640471,121.14850020652473,134.5926510744173,FALSE
222,122.11075897336062,117.01425014257411,127.20726780414712,TRUE
223,118.2410238583293,111.70132726654188,124.78072045011672,TRUE
224,116.02050801543784,109.91158559294077,122.12943043793491,TRUE
225,121.58798924232367,116.03194350965727,127.14403497499008,TRUE
226,117.67217483913693,111.56778066420317,123.77656901407069,TRUE
227,120.34280617152588,115.5174245768503,125.16818776620146,TRUE
228,115.51408892096003,109.42418963447611,121.60398820744396,TRUE
229,121.35097806540354,114.61407587179903,128.08788025900805,TRUE
230,122.76059340106202,116.90925079216052,128.61193600996353,TRUE
231,121.58817577693908,113.81450354636942,129.36184800750874,TRUE
232,123.4973586974296,115.66162605983313,131.3330913350261,TRUE
233,119.1450012190863,113.3194728780398,124.97052956013279,TRUE
234,117.32594730794355,110.8469730581469,123.8049215577402,TRUE
235,118.48025988781005,112.52916884457422,124.43135093104588,TRUE
236,117.846446716995,112.1649066022805,123.52798683170951,TRUE
237,116.2469687137411,109.27352502579872,123.22041240168348,TRUE
238,119.07489197431039,112.95214110311113,125.19764284550965,TRUE
239,118.82284464989635,111.81463291770955,125.83105638208316,TRUE
240,116.97835219841564,110.39428211221669,123.56242228461458,TRUE
241,124.89981428761767,118.40256860052376,131.3970599747116,TRUE
242,121.61792127302347,115.5920983405728,127.64374420547414,TRUE
243,117.43345603826184,111.01725746310876,123.84965461341491,TRUE
244,121.16754931287703,115.76989419709942,126.56520442865464,TRUE
245,118.58786910713648,113.22430805803222,123.95143015624075,TRUE
246,119.02254522426729,113.74765820257377,124.2974322459608,TRUE
247,120.0771734765901,113.43636772723299,126.71797922594722,TRUE
248,116.78875100428384,110.30303807739914,123.27446393116854,TRUE
249,121.32683477194936,115.11647186696626,127.53719767693246,TRUE
250,114.7064624497626,109.45010288792771,119.96282201159748,FALSE
251,120.22413029868885,113.35910367425129,127.08915692312641,TRUE
252,120.69069161969058,114.17883721975934,127.20254601962182,TRUE
253,118.57401691413813,111.83550864942518,125.31252517885108,TRUE
254,122.85551438643107,116.31992897777401,129.3910997950881,TRUE
255,121.24596952566276,113.91255026465878,128.57938878666675,TRUE
256,120.30896069210584,114.26185902831196,126.35606235589972,TRUE
257,121.96440686680384,116.0522100617566,127.87660367185109,TRUE
258,122.64949871195012,116.91532693121381,128.3836704926864,TRUE
259,120.76105417950393,113.34013915458863,128.18196920441923,TRUE
260,121.76713608909105,114.79879432806301,128.7354778501191,TRUE
261,120.24654303792244,113.97513708278998,126.51794899305489,TRUE
262,119.55005097726107,113.49514768702072,125.60495426750141,TRUE
263,123.09723839320995,116.5396157507101,129.65486103570979,TRUE
264,119.1977309780804,112.32987519820179,126.06558675795901,TRUE
265,119.73372008001091,113.47921498092568,125.98822517909615,TRUE
266,121.57756537833838,115.08444669910952,128.07068405756723,TRUE
267,120.8689489665256,114.31894496915982,127.41895296389137,TRUE
268,119.17171555535431,113.64058406215025,124.70284704855837,TRUE
269,117.75048378436567,112.48094840375975,123.02001916497159,TRUE
270,119.7639758766883,112.56172613558965,126.96622561778696,TRUE
271,120.2830166282256,115.13876670997782,125.42726654647338,TRUE
272,118.6909693434052,112.40648883837486,124.97544984843555,TRUE
273,117.92554127482043,110.31772769840728,125.53335485123358,TRUE
274,123.71468082801056,117.34094468007987,130.08841697594124,TRUE
275,116.37324543796025,110.50998902798442,122.23650184793608,TRUE
276,113.01319136712453,107.17206477195411,118.85431796229496,FALSE
277,120.04419901911753,112.79122245197902,127.29717558625603,TRUE
278,119.19417956556735,113.36527763096039,125.02308150017431,TRUE
279,116.87436895787862,111.0587311522918,122.69000676346543,TRUE
280,118.32849771183409,112.06289617628171,124.59409924738647,TRUE
281,122.61546237778917,115.73736168371617,129.49356307186216,TRUE
282,124.98311369361545,118.59646303478063,131.3697643524503,TRUE
283,117.88516993348958,110.321435817641,125.44890404933815,TRUE
284,120.85126381003617,113.04017278263778,128.66235483743458,TRUE
285,120.20313907996679,114.90497709432375,125.50130106560982,TRUE
286,122.93486217193752,117.00592287491892,128.86380146895613,TRUE
287,118.76994757056424,112.3371063046656,125.20278883646289,TRUE
288,111.634101056077,106.68150866288038,116.58669344927362,FALSE
289,120.81305839529499,115.57584652773691,126.05027026285306,TRUE
290,119.0991637152935,112.55997405264809,125.63835337793891,TRUE
291,122.00020187891575,114.76551909098053,129.23488466685097,TRUE
292,123.97456295815901,117.26734588913533,130.6817800271827,TRUE
293,119.43943915764204,113.56773694675483,125.31114136852925,TRUE
294,122.8664003426007,117.1245480011186,128.6082526840828,TRUE
295,121.8069676658755,114.55974346356987,129.05419186818114,TRUE
296,123.23200435485658,116.85846179624257,129.60554691347062,TRUE
297,121.73710835547138,116.55761670277694,126.91660000816582,TRUE
298,114.11365757274422,108.72674563870487,119.50056950678356,FALSE
299,119.9895151541378,113.08040302364255,126.89862728463306,TRUE
300,119.9938091019499,114.48271077183391,125.5049074320659,TRUE
301,122.09136919718996,115.22593058827097,128.95680780610894,TRUE
302,121.74490932106862,114.36276373100786,129.12705491112936,TRUE
303,121.45047864052714,115.76119490604319,127.13976237501109,TRUE
304,119.47740343139235,113.86649905878122,125.08830780400348,TRUE
305,121.94142109399787,117.18064889652655,126.7021932914692,TRUE
306,116.04990749672346,109.97407841032464,122.12573658312229,TRUE
307,121.32623657367958,115.6318877162013,127.02058543115785,TRUE
308,123.58513672687944,116.7725036912057,130.3977697625532,TRUE
309,122.82410668250928,115.67216062733068,129.9760527376879,TRUE
310,117.739462534368,111.42631497637075,124.05261009236526,TRUE
311,121.27501367568568,114.1506791997495,128.39934815162187,TRUE
312,117.76532073395582,112.51969347098677,123.01094799692487,TRUE
313,123.55803433981195,117.28198087641461,129.8340878032093,TRUE
314,123.04114998898442,116.1488007515657,129.93349922640311,TRUE
315,118.63178925139479,112.62682138629931,124.63675711649027,TRUE
316,120.08459078527899,114.38442552634682,125.78475604421116,TRUE
317,119.30345861364898,113.91097049074084,124.69594673655713,TRUE
318,118.53846575655079,113.31439241113976,123.76253910196182,TRUE
319,121.23912390402795,115.22774208432348,127.25050572373242,TRUE
320,117.57593806306403,110.185558879197,124.96631724693106,TRUE
321,120.2535783497383,114.53688423516007,125.97027246431654,TRUE
322,114.87780391975348,107.72930531450348,122.02630252500347,TRUE
323,117.6741005526081,111.30211617102978,124.04608493418641,TRUE
324,123.03763425084155,118.52826742716259,127.54700107452051,TRUE
325,118.38640158054675,112.51488528385359,124.2579178772399,TRUE
326,120.86740924935484,115.2226961776675,126.51212232104217,TRUE
327,121.88013407699286,115.29501295262006,128.46525520136566,TRUE
328,117.48918678811498,111.94955478816377,123.02881878806619,TRUE
329,112.87688875016231,106.22152469573375,119.53225280459087,FALSE
330,121.2177880477321,114.93797838617778,127.49759770928642,TRUE
331,118.9490139223284,112.77577923614031,125.1222486085165,TRUE
332,125.02621130682017,119.31079775976275,130.7416248538776,TRUE
333,116.97211144028742,111.56594474235325,122.37827813822159,TRUE
334,117.28609319084704,110.27871773147709,124.293468650217,TRUE
335,115.91591936968815,109.61582950048384,122.21600923889247,TRUE
336,121.94161194883971,116.45773100670843,127.42549289097099,TRUE
337,125.50554845373381,120.25269894230576,130.75839796516186,FALSE
338,123.08124828206478,116.73026006255485,129.4322365015747,TRUE
339,116.63865013144456,111.29029831617959,121.98700194670954,TRUE
340,118.12526763725158,111.29018871800653,124.96034655649663,TRUE
341,119.24624914876186,113.38905047702733,125.1034478204964,TRUE
342,123.42077008827184,116.96535712212707,129.8761830544166,TRUE
343,122.80123389855267,117.9320270175164,127.67044077958893,TRUE
344,121.17226378476781,116.07001949252421,126.2745080770114,TRUE
345,120.23418513311285,113.69109260444289,126.7772776617828,TRUE
346,118.23207118124925,113.32795909790475,123.13618326459375,TRUE
347,123.08691945130165,117.07328650696243,129.10055239564088,TRUE
348,119.67317347861781,112.79740074730435,126.54894620993127,TRUE
349,129.2151392664717,120.40026354346628,138.03001498947714,FALSE
350,121.98490357751861,115.7624831212592,128.20732403377804,TRUE
351,116.79035133410551,111.37802351817182,122.2026791500392,TRUE
352,119.22142103699494,113.70370135444401,124.73914071954587,TRUE
353,120.48366545731496,115.61117709038264,125.35615382424727,TRUE
354,122.78043738961885,117.15832427525483,128.40255050398287,TRUE
355,120.58753499991526,113.52187000954163,127.6531999902889,TRUE
356,121.35245316352318,114.0331808675715,128.67172545947486,TRUE
357,120.91690665580626,114.40866736158365,127.42514595002886,TRUE
358,117.13153516904984,111.09843571970661,123.16463461839307,TRUE
359,121.65359707237442,116.05690765992031,127.25028648482854,TRUE
360,116.54200691349823,110.21048286165635,122.87353096534011,TRUE
361,121.11584362617783,114.5110750218809,127.72061223047477,TRUE
362,124.04751244718115,117.01186164126197,131.0831632531003,TRUE
363,115.94605108876122,110.80673395454002,121.08536822298242,TRUE
364,118.466477857625,111.06490629382645,125.86804942142354,TRUE
365,123.09667444155252,117.49012231241029,128.70322657069474,TRUE
366,122.72866753472137,116.44279542472351,129.01453964471924,TRUE
367,118.83415218768656,112.00657230211769,125.66173207325542,TRUE
368,116.46293546601194,110.2378659464661,122.68800498555778,TRUE
369,124.27402892128087,118.34238108243117,130.2056767601306,TRUE
370,121.47519262612312,115.61003065074097,127.34035460150527,TRUE
371,119.40459838546631,113.77869343919222,125.0305033317404,TRUE
372,121.91292255102167,116.00277918466291,127.82306591738042,TRUE
373,119.8298730791521,113.71328906125706,125.94645709704713,TRUE
374,119.88558490974988,113.12743119192659,126.64373862757317,TRUE
375,117.50878921248398,111.78947346912649,123.22810495584146,TRUE
376,119.8758239543403,114.18011967886711,125.5715282298135,TRUE
377,114.77573373141784,109.04512504589408,120.5063424169416,TRUE
378,113.78782119993043,106.86478821429506,120.71085418556581,TRUE
379,123.8720744597689,118.7180931202186,129.0260557993192,TRUE
380,125.52639112819188,118.55054225246977,132.50224000391398,TRUE
381,118.38600838371903,112.18392190644488,124.58809486099318,TRUE
382,120.84344399184566,114.39608066185552,127.2908073218358,TRUE
383,118.07534779835832,111.02163353516228,125.12906206155436,TRUE
384,117.57483900552884,110.18379224127756,124.96588576978013,TRUE
385,121.23644781624402,114.41506687325575,128.0578287592323,TRUE
386,122.31194796477034,115.55762139184637,129.0662745376943,TRUE
387,119.12025385143679,112.42698026379624,125.81352743907733,TRUE
388,121.62472527686559,114.35906248797369,128.8903880657575,TRUE
389,120.4374475090761,115.43090948035204,125.44398553780015,TRUE
390,122.13045856760537,116.90749544006093,127.35342169514982,TRUE
391,117.7583344774581,111.6907995701491,123.82586938476712,TRUE
392,122.37403375689605,116.21892146471225,128.52914604907986,TRUE
393,116.0132736137472,109.93413162762779,122.09241559986661,TRUE
394,123.64136827363289,118.60601192797016,128.67672461929564,TRUE
395,117.74579113178248,111.89709939332424,123.59448287024072,TRUE
396,119.39670500130488,112.73451442930138,126.05889557330838,TRUE
397,118.48853969650868,112.52025114306947,124.45682824994789,TRUE
398,119.73594444526127,114.14993166280769,125.32195722771485,TRUE
399,119.07834387964365,113.17391854091073,124.98276921837657,TRUE
400,122.83388842004166,116.94293841635465,128.72483842372867,TRUE
401,117.56035317889756,112.27813965966406,122.84256669813105,TRUE
402,122.41405060375699,116.40116898221592,128.42693222529806,TRUE
403,122.01117254009904,116.4884687240394,127.53387635615869,TRUE
404,114.66842236897341,108.1589351894087,121.17790954853812,TRUE
405,123.74228092112587,116.9760558701767,130.50850597207506,TRUE
406,122.70071943076911,116.71372607155183,128.6877127899864,TRUE
407,123.14152134462736,117.1764197820758,129.10662290717892,TRUE
408,118.69806376853087,112.44808661282615,124.9480409242356,TRUE
409,121.74347780917684,115.36656806001312,128.12038755834055,TRUE
410,121.58029932182866,114.96772277144775,128.19287587220958,TRUE
411,117.27038062518588,110.95185878173403,123.58890246863773,TRUE
412,116.51322337536378,109.89785316008235,123.12859359064521,TRUE
413,116.62394609364735,111.35286283255802,121.89502935473668,TRUE
414,122.09544171864343,116.44534914108108,127.74553429620578,TRUE
415,124.97333646053991,118.40299450010892,131.5436784209709,TRUE
416,120.67130979892714,115.52685321899357,125.81576637886072,TRUE
417,124.34779748699319,117.26202916511744,131.43356580886893,TRUE
418,120.43928246866926,115.12178192361434,125.75678301372419,TRUE
419,125.06573858410025,118.27532462553873,131.85615254266176,TRUE
420,117.72997757089009,110.91084656257836,124.54910857920181,TRUE
421,120.71593330014129,113.71612095442303,127.71574564585954,TRUE
422,117.67790680873247,110.09726710460635,125.2585465128586,TRUE
423,122.09527971277102,115.14121575725899,129.04934366828306,TRUE
424,122.22330877283329,117.18026871254928,127.2663488331173,TRUE
425,117.9233603625864,111.60222204984893,124.24449867532385,TRUE
426,120.39783325449592,113.46448830627224,127.3311782027196,TRUE
427,118.088201644644,113.07060897890494,123.10579431038306,TRUE
428,124.94372081663185,118.74688235197873,131.14055928128496,TRUE
429,120.57642336019836,114.01347661717037,127.13937010322636,TRUE
430,122.37104491783913,116.61049576696331,128.13159406871495,TRUE
431,125.73512967750874,118.26082297965117,133.2094363753663,TRUE
432,117.11550547978698,110.68230047522245,123.5487104843515,TRUE
433,124.11774366988436,118.129997848599,130.10548949116972,TRUE
434,118.80294385971479,113.29233685907896,124.31355086035062,TRUE
435,127.09803049039486,120.3259969166677,133.87006406412203,FALSE
436,122.29409171933581,115.97510356332522,128.61307987534641,TRUE
437,117.03529082718569,111.81339991620271,122.25718173816867,TRUE
438,118.50888591964294,111.55791951382658,125.4598523254593,TRUE
439,116.5735377154465,108.38444946786146,124.76262596303155,TRUE
440,126.76569276856553,120.5062449397243,133.02514059740676,FALSE
441,116.79766093023298,110.77628491035453,122.81903695011142,TRUE
442,114.56779217445835,109.2149295724038,119.92065477651289,FALSE
443,122.3199210460779,116.96362477903536,127.67621731312043,TRUE
444,117.30119778494836,111.06567544019617,123.53672012970054,TRUE
445,117.29585110465783,108.81533594237473,125.77636626694093,TRUE
446,118.26560891693205,112.4367240230255,124.0944938108386,TRUE
447,120.93726720446139,115.97361046173897,125.90092394718381,TRUE
448,121.6158675832389,115.643976233314,127.58775893316378,TRUE
449,119.97139716058186,114.67806855962233,125.26472576154138,TRUE
450,121.50694127493422,114.77348518297448,128.24039736689394,TRUE
451,118.90837954221885,113.2001894107307,124.616569673707,TRUE
